"codigo_nacional_farmaco_cd"|"codigo_descripcion"|"atc_farmaco_dispensado_cd"|"ddd_nomenclator_nm"|"ddd_por_envase"|"pvp_nomenclator_nm"|"precio_por_envase_nm"|"clase_aware_cd"
"712453"|"AMOXICILINA/ACIDO CLAVULANICO ALMUS 875MG/125MG 30 COMPR RECUB PEL EFG"|"J01CR02"|1500|17.5|10.21|10.21|"Access"
"703791"|"AMOXICILINA/ACIDO CLAVULANICO STADA GMBH 875/125MG 30 COMPR REC PE EFG"|"J01CR02"|1500|17.5|10.21|10.21|"Access"
"694513"|"AMOXICILINA/CLAVULANICO AC VIATRIS 500MG/125MG 30 COMPRIM REC PELI EFG"|"J01CR02"|1500|10|5.84|5.84|"Access"
"698758"|"AMOXICILINA/CLAVULANICO ACIDO BLUEFISH 875/125MG 20 COMPRIM RE PEL EFG"|"J01CR02"|1500|11.66|6.81|6.81|"Access"
"763699"|"AMOXICILINA/ACIDO CLAVULANICO AUROVITAS 875MG/125MG 20 SOBRES POLVO SL"|"J01CR02"|1500|11.66|6.81|6.81|"Access"
"764776"|"AMOXICILINA/AC CLAVULANICO SANDOZ (100MG+12,5MG)/ML 60ML 1 FRASCO SUSP"|"J01CR02"|1500|4|5.25|5.25|"Access"
"761982"|"AMOXICILINA/ACIDO CLAVULANICO SANDOZ 875MG/125MG 20 COMPRIMIDOS RP EFG"|"J01CR02"|1500|11.66|6.81|6.81|"Access"
"728539"|"AMOXICILINA/AC CLAVULANICO BLUEFISH 875MG/125MG 30 COMPRIMID RECUB EFG"|"J01CR02"|1500|17.5|10.21|10.21|"Access"
"700194"|"AMOXICILINA/AC CLAVULANICO SUN 500MG/125MG 30 COMPR RECU (BLISTER) EFG"|"J01CR02"|1500|10|5.84|5.84|"Access"
"697838"|"CEFUROXIMA SANDOZ 250MG 15 COMPRIMIDOS RECUBIERTOS (BLISTER) EFG"|"J01DC02"|500|7.5|7.26|7.26|"Watch"
"697836"|"CEFUROXIMA SANDOZ 500MG 15 COMPRIMIDOS RECUBIERTOS (BLISTER) EFG"|"J01DC02"|500|15|14.52|14.52|"Watch"
"694883"|"CEFUROXIMA KERN PHARMA 250MG 15 COMPRIMIDOS RECUB PELIC (BLISTER) EFG"|"J01DC02"|500|7.5|7.26|7.26|"Watch"
"694884"|"CEFUROXIMA KERN PHARMA 250MG 20 COMPRIMIDOS RECUB PELIC (BLISTER) EFG"|"J01DC02"|500|10|9.68|9.68|"Watch"
"694880"|"CEFUROXIMA KERN PHARMA 500MG 10 COMPRIMIDOS RECUB PELIC (BLISTER) EFG"|"J01DC02"|500|10|9.68|9.68|"Watch"
"969634"|"AMIKACINA NORMON 500MG/VIAL 1 VIAL 2ML SOLUCION INYECTAB EFG"|"J01GB06"|1000|0.5|4.18|4.18|"Access"
"694877"|"CEFUROXIMA KERN PHARMA 500MG 15 COMPRIMIDOS RECUB PELIC (BLISTER) EFG"|"J01DC02"|500|15|14.52|14.52|"Watch"
"694878"|"CEFUROXIMA KERN PHARMA 500MG 20 COMPRIMIDOS RECUB PELIC (BLISTER) EFG"|"J01DC02"|500|20|19.36|19.36|"Watch"
"695343"|"CEFUROXIMA CINFA 250MG 10 COMPRIMIDOS RECUBIERTOS PELICULA EFG"|"J01DC02"|500|5|4.84|4.84|"Watch"
"695345"|"CEFUROXIMA CINFA 250MG 20 COMPRIMIDOS RECUBIERTOS PELICULA EFG"|"J01DC02"|500|10|9.68|9.68|"Watch"
"695349"|"CEFUROXIMA CINFA 500MG 10 COMPRIMIDOS RECUBIERTOS PELICULA EFG"|"J01DC02"|500|10|9.68|9.68|"Watch"
"695350"|"CEFUROXIMA CINFA 500MG 15 COMPRIMIDOS RECUBIERTOS PELICULA EFG"|"J01DC02"|500|15|14.52|14.52|"Watch"
"695351"|"CEFUROXIMA CINFA 500MG 20 COMPRIMIDOS RECUBIERTOS PELICULA EFG"|"J01DC02"|500|20|19.36|19.36|"Watch"
"703561"|"AZITROMICINA KERN PHARMA 200MG/5ML 15ML 1 FRASCO POLVO SUSPEN ORAL EFG"|"J01FA10"|300|2|3.01|3.01|"Watch"
"702118"|"AZITROMICINA KERN PHARMA 500MG 3 COMPRIMIDOS RECUB PELIC EFG"|"J01FA10"|300|5|5.62|5.62|"Watch"
"728741"|"AZITROMICINA MABO 500MG 3 SOBRES POLVO SUSPENSION ORAL EFG"|"J01FA10"|300|5|5.62|5.62|"Watch"
"707182"|"AZITROMICINA VIATRIS 200MG/5ML 15ML 1 FRASCO POLVO SUSPENSION ORAL EFG"|"J01FA10"|300|2|3.01|3.01|"Watch"
"707380"|"AZITROMICINA VIATRIS 200MG/5ML 30ML 1 FRASCO POLVO SUSPENSION ORAL EFG"|"J01FA10"|300|4|6.03|6.03|"Watch"
"706846"|"AZITROMICINA VIATRIS 500MG 3 COMPRIMIDOS RECUBIERTOS PELICULA EFG"|"J01FA10"|300|5|5.62|5.62|"Watch"
"707125"|"AZITROMICINA MYLAN 500MG 3 SOBRES POLVO SUSPENSION ORAL EFG"|"J01FA10"|300|5|5.62|5.62|"Watch"
"752790"|"AZITROMICINA PHARMAGENUS 500MG 3 COMPRIMIDOS RECUBIERTOS PELICULA EFG"|"J01FA10"|300|5|5.62|5.62|"Watch"
"764514"|"AZITROMICINA PENSA 500MG 3 COMPRIMIDOS RECUBIERTOS PELICULA EFG"|"J01FA10"|300|5|5.62|5.62|"Watch"
"764522"|"AZITROMICINA PENSA 500MG 3 SOBRES GRANULADO SUSPENSION EFG"|"J01FA10"|300|5|5.62|5.62|"Watch"
"653270"|"AZITROMICINA AUXIL 500MG 3 COMPRIMIDOS RECUBIERTOS PELICULA EFG"|"J01FA10"|300|5|5.62|5.62|"Watch"
"695598"|"LEVOFLOXACINO VIATRIS 500MG 14 COMPRIMIDOS RECUBIERTOS PELICULA EFG"|"J01MA12"|500|14|26.23|26.23|"Watch"
"694036"|"LEVOFLOXACINO COMBIX 500MG 14 COMPRIMIDOS RECUBIERTOS PELICULA EFG"|"J01MA12"|500|14|26.23|26.23|"Watch"
"694035"|"LEVOFLOXACINO COMBIX 500MG 7 COMPRIMIDOS RECUBIERTOS PELICULA EFG"|"J01MA12"|500|7|13.11|13.11|"Watch"
"696615"|"LEVOFLOXACINO MABO 500MG 14 COMPRIMIDOS RECUBIERTOS PELICULA EFG"|"J01MA12"|500|14|26.23|26.23|"Watch"
"694724"|"LEVOFLOXACINO PENSA 500MG 14 COMPRIMIDOS RECUBIERTOS PELICULA EFG"|"J01MA12"|500|14|26.23|26.23|"Watch"
"694723"|"LEVOFLOXACINO PENSA 500MG 7 COMPRIMIDOS RECUBIERTOS PELICULA EFG"|"J01MA12"|500|7|13.11|13.11|"Watch"
"678406"|"LEVOFLOXACINO SUN 500MG 7 COMPRIMIDOS RECUBIERTOS PELICULA EFG"|"J01MA12"|500|7|13.11|13.11|"Watch"
"694978"|"LEVOFLOXACINO STADA 500MG 7 COMPRIMIDOS RECUBIERTOS PELICULA EFG"|"J01MA12"|500|7|13.11|13.11|"Watch"
"696034"|"LEVOFLOXACINO TECNIGEN 500MG 14 COMPRIMIDOS RECUBIERTOS PELICULA EFG"|"J01MA12"|500|14|26.23|26.23|"Watch"
"696033"|"LEVOFLOXACINO TECNIGEN 500MG 7 COMPRIMIDOS RECUBIERTOS PELICULA EFG"|"J01MA12"|500|7|13.11|13.11|"Watch"
"672708"|"LEVOFLOXACINO MABO 500MG 7 COMPRIMIDOS RECUBIERTOS PELICULA EFG"|"J01MA12"|500|7|13.11|13.11|"Watch"
"969642"|"AMIKACINA NORMON 250MG 1 VIAL 2ML SOLUCION INYECTABLE EFG"|"J01GB06"|1000|0.25|2.98|2.98|"Access"
"700781"|"AMIKACINA COMBINO PHARM 62,5MG/ML 1 VIAL 2ML SOLUCION INYECTABLE EFG"|"J01GB06"|1000|0.12|1.58|1.58|"Access"
"700989"|"AMIKACINA COMBINO PHARM 125MG/ML 1 VIAL 2ML SOLUCION INYECTABLE EFG"|"J01GB06"|1000|0.25|1.97|1.97|"Access"
"872184"|"CIPROFLOXACINO LASA 250MG 20 COMPRIMIDOS RECUBIERTOS EFG"|"J01MA02"|1000|5|3.12|3.12|"Watch"
"872192"|"CIPROFLOXACINO LASA 500MG 10 COMPRIMIDOS RECUBIERTOS EFG"|"J01MA02"|1000|5|3.12|3.12|"Watch"
"693767"|"DOXICICLINA NORMON 100MG 21 COMPRIMIDOS RECUBIERTOS"|"J01AA02"|100|21|3.61|3.61|"Access"
"693768"|"DOXICICLINA NORMON 100MG 42 COMPRIMIDOS RECUBIERTOS"|"J01AA02"|100|42|7.21|7.21|"Access"
"694967"|"DOXIPIL 100MG 42 CAPSULAS DURAS"|"J01AA02"|100|42|7.21|7.21|"Access"
"872200"|"CIPROFLOXACINO LASA 500MG 20 COMPRIMIDOS RECUBIERTOS EFG"|"J01MA02"|1000|10|4.11|4.11|"Watch"
"697404"|"PRODERMA 100MG 42 CAPSULAS DURAS"|"J01AA02"|100|42|7.21|7.21|"Access"
"697405"|"PRODERMA 200MG 42 CAPSULAS DURAS"|"J01AA02"|100|84|14.42|14.42|"Access"
"694057"|"DOXICLAT 100MG 14 COMPRIMIDOS RECUBIERTOS PELICULA"|"J01AA02"|100|14|2.5|2.5|"Access"
"694058"|"DOXICLAT 100MG 42 COMPRIMIDOS RECUBIERTOS PELICULA"|"J01AA02"|100|42|7.21|7.21|"Access"
"694055"|"REXILEN 100MG 42 CAPSULAS DURAS"|"J01AA02"|100|42|7.21|7.21|"Access"
"695435"|"VIBRACINA 100MG 14 CAPSULAS DURAS"|"J01AA02"|100|14|2.5|2.5|"Access"
"654819"|"MINOCIN 100MG 12 CAPSULAS"|"J01AA08"|200|6|5.48|5.48|"Reserve"
"654575"|"BRITAPEN 1G 12 COMPRIMIDOS"|"J01CA01"|2000|6|3.36|3.36|"Access"
"654567"|"BRITAPEN 500MG 16 CAPSULAS"|"J01CA01"|2000|4|3.82|3.82|"Access"
"872218"|"CIPROFLOXACINO LASA 750MG 10 COMPRIMIDOS RECUBIERTOS EFG"|"J01MA02"|1000|7.5|3.12|3.12|"Watch"
"728800"|"AMOXICILINA/AC CLAVULANICO TARBIS FARMA 875/125MG 20 COMP REC PELI EFG"|"J01CR02"|1500|11.66|6.81|6.81|"Access"
"728801"|"AMOXICILINA/AC CLAVULANICO TARBIS FARMA 875/125MG 30 COMPR REC PEL EFG"|"J01CR02"|1500|17.5|10.21|10.21|"Access"
"694875"|"AMOXICILINA/CLAVULANICO AC KERN PHARMA 875/125MG 30 COMPRIM REC PE EFG"|"J01CR02"|1500|17.5|10.21|10.21|"Access"
"693492"|"AMOXICILINA/CLAVULANICO AC NORMON 250MG/62,5MG 30 SOBRES P SU ORAL EFG"|"J01CR02"|1500|5|5.46|5.46|"Access"
"693497"|"AMOXICILINA/CLAVULANICO AC NORMON 500MG/125MG 30 COMPR RECUB PELIC EFG"|"J01CR02"|1500|10|5.84|5.84|"Access"
"693493"|"AMOXICILINA/CLAVULANICO AC NORMON 500MG/125MG 30 SOBRES PO SU ORAL EFG"|"J01CR02"|1500|10|5.84|5.84|"Access"
"693500"|"AMOXICILINA/CLAVULANICO AC NORMON 875/125MG 20 COMPRIM RECUB PELIC EFG"|"J01CR02"|1500|11.66|6.81|6.81|"Access"
"693495"|"AMOXICILINA/CLAVULANICO AC NORMON 875/125MG 20 SOBRES P SUSP ORAL EFG"|"J01CR02"|1500|11.66|6.81|6.81|"Access"
"693498"|"AMOXICILINA/CLAVULANICO AC NORMON 875/125MG 30 COMPRIM RECUB PELIC EFG"|"J01CR02"|1500|17.5|10.21|10.21|"Access"
"693494"|"AMOXICILINA/CLAVULANICO AC NORMON 875/125MG 30 SOBRES PO SUSP ORAL EFG"|"J01CR02"|1500|17.5|10.21|10.21|"Access"
"694999"|"AMOXICILINA/CLAVULANICO AC SANDOZ 500/125MG 30 COMPRIMIDOS REC PEL EFG"|"J01CR02"|1500|10|5.84|5.84|"Access"
"694023"|"CEFUROXIMA NORMON 250MG 10 COMPRIMIDOS RECUBIERTOS PELICULA EFG"|"J01DC02"|500|5|4.84|4.84|"Watch"
"694024"|"CEFUROXIMA NORMON 250MG 15 COMPRIMIDOS RECUBIERTOS PELICULA EFG"|"J01DC02"|500|7.5|7.26|7.26|"Watch"
"877670"|"CEFUROXIMA IPS 750MG 1 INYECTABLE EFG"|"J01DC02"|3000|0.25|3.12|3.12|"Watch"
"837658"|"ZINNAT 250MG/5ML 60ML 1 FRASCO GRANULADO SUSPENSION ORAL"|"J01DC02"|500|6|5.81|5.81|"Watch"
"851360"|"CEFUROXIMA NORMON 750MG 1 VIAL POLVO + 1 AMP DISOLV SOLUC INYECTAB EFG"|"J01DC02"|3000|0.25|3.12|3.12|"Watch"
"687152"|"CECLOR 250MG/5ML 100ML 1 FRASCO GRANULADO SUSPENSION ORAL"|"J01DC04"|1000|5|5.93|5.93|"Watch"
"695929"|"CECLOR 500MG 30 CAPSULAS DURAS"|"J01DC04"|1000|15|16.24|16.24|"Watch"
"686642"|"CEFONICID IPS 1G INTRAVENOSA 1 INYECTABLE 2,5ML EFG"|"J01DC06"|1000|1|3.98|3.98|"Watch"
"714915"|"CEFOTAXIMA NORMON IV 1G 1 VIAL POLVO + 1 AMP DISOL SOLUC INYECTABL EFG"|"J01DD01"|4000|0.25|3.12|3.12|"Watch"
"714923"|"CEFOTAXIMA NORMON IM 1G 1 VIAL 4ML POLVO+DISOLV SOLUCION INYECTABL EFG"|"J01DD01"|4000|0.25|3.12|3.12|"Watch"
"607842"|"CEFTAZIDIMA LDP TORLAN 1G 10 VIALES POLVO SOLUCION INYECT/PERFUS EFG"|"J01DD02"|4000|2.5|35.34|35.34|"Access"
"652070"|"CEFTAZIDIMA NORMON 1G 1 VIAL+AMP POLVO+DISOLV SOLUCION INYECTABLE EFG"|"J01DD02"|4000|0.25|5.68|5.68|"Watch"
"728103"|"CEFTRIAXONA FRESENIUS KABI 1G 10 VIALES POLVO SOLUCION INYECTAB IV EFG"|"J01DD04"|2000|5|23.06|23.06|"Watch"
"653193"|"AZITROMICINA ALTER 500MG 3 SOBRES GRANULADO SUSPENS ORAL EFG"|"J01FA10"|300|5|5.62|5.62|"Watch"
"652900"|"AZITROMICINA TEVA 500MG 3 COMPRIMIDOS RECUBIERTOS PELIC EFG"|"J01FA10"|300|5|5.62|5.62|"Watch"
"651209"|"AZITROMICINA SANDOZ 500MG 3 COMPRIMIDOS RECUBIERTOS PELICULA EFG"|"J01FA10"|300|5|5.62|5.62|"Watch"
"672698"|"AZITROMICINA TECNIGEN 500MG 3 COMPRIMIDOS RECUBIERTOS PELICULA EFG"|"J01FA10"|300|5|5.62|5.62|"Watch"
"665041"|"AZITROMICINA SANDOZ 200MG/5ML 15ML 1 FRASCO POLVO SUSPENSION ORAL EFG"|"J01FA10"|300|2|3.01|3.01|"Watch"
"665142"|"AZITROMICINA SANDOZ 200MG/5ML 30ML 1 FRASCO POLVO SUSPENSION ORAL EFG"|"J01FA10"|300|4|6.03|6.03|"Watch"
"662377"|"AZITROMICINA QUALIGEN 200MG/5ML 15ML 1 FRASCO POLVO SUSPENS ORAL EFG"|"J01FA10"|300|2|3.01|3.01|"Watch"
"662376"|"AZITROMICINA QUALIGEN 200MG/5ML 30ML 1 FRASCO POLVO SUSPENS ORAL EFG"|"J01FA10"|300|4|6.03|6.03|"Watch"
"662378"|"AZITROMICINA QUALIGEN 500MG 3 COMPRIMIDOS RECUB PELICULA EFG"|"J01FA10"|300|5|5.62|5.62|"Watch"
"734855"|"CIPROFLOXACINO COMBIX 250MG 10 COMPRIMIDOS RECUB PELICUL EFG"|"J01MA02"|1000|2.5|1.25|1.25|"Watch"
"656880"|"AZITROMICINA TARBIS 500MG 3 COMPRIMIDOS RECUB PELICULA EFG"|"J01FA10"|300|5|5.62|5.62|"Watch"
"661620"|"AZITROMICINA TEVA 200MG/5ML 15ML 1 FRASCO POLVO SUSPENSION ORAL EFG"|"J01FA10"|300|2|3.01|3.01|"Watch"
"661621"|"AZITROMICINA TEVA 200MG/5ML 30ML 1 FRASCO POLVO SUSPENSION ORAL EFG"|"J01FA10"|300|4|6.03|6.03|"Watch"
"672699"|"AZITROMICINA ALMUS 500MG 3 COMPRIMIDOS RECUBIERTOS PELICULA EFG"|"J01FA10"|300|5|5.62|5.62|"Watch"
"693900"|"LEVOFLOXACINO AUROVITAS SPAIN 500MG 7 COMPRIMIDOS RECUBIERTOS PELI EF"|"J01MA12"|500|7|13.11|13.11|"Watch"
"684024"|"LEVOFLOXACINO ACCORD 500MG 7 COMPRIMIDOS RECUBIERTOS PELICULA EFG"|"J01MA12"|500|7|13.11|13.11|"Watch"
"692729"|"LEVOFLOXACINO ALTER 500MG 7 COMPRIMIDOS RECUBIERTOS PELICULA EFG"|"J01MA12"|500|7|13.11|13.11|"Watch"
"723639"|"MOXIFLOXACINO TILLOMED 400MG 7 COMPRIMIDOS RECUBIERTOS PELICULA EFG"|"J01MA14"|400|7|19.01|19.01|"Watch"
"716036"|"MOXIFLOXACINO AUROVITAS 400MG 5 COMPRIMIDOS RECUBIERTOS PELICULA EFG"|"J01MA14"|400|5|13.58|13.58|"Watch"
"716037"|"MOXIFLOXACINO AUROVITAS 400MG 7 COMPRIMIDOS RECUBIERTOS PELICULA EFG"|"J01MA14"|400|7|19.01|19.01|"Watch"
"723759"|"ACTIRA 400MG 7 COMPRIMIDOS RECUBIERTOS PELICULA EFG"|"J01MA14"|400|7|19.01|19.01|"Watch"
"723765"|"MOXIFLOXACINO PENSA 400MG 5 COMPRIMIDOS RECUBIERTOS PELICULA EFG"|"J01MA14"|400|5|13.58|13.58|"Watch"
"723766"|"MOXIFLOXACINO PENSA 400MG 7 COMPRIMIDOS RECUBIERTOS PELICULA EFG"|"J01MA14"|400|7|19.01|19.01|"Watch"
"723758"|"ACTIRA 400MG 5 COMPRIMIDOS RECUBIERTOS PELICULA EFG"|"J01MA14"|400|5|13.58|13.58|"Watch"
"734798"|"CIPROFLOXACINO COMBIX 250MG 20 COMPRIMIDOS RECUB PELICUL EFG"|"J01MA02"|1000|5|2.25|2.25|"Watch"
"734863"|"CIPROFLOXACINO COMBIX 500MG 20 COMPRIMIDOS RECUB PELICUL EFG"|"J01MA02"|1000|10|3.29|3.29|"Watch"
"734939"|"CIPROFLOXACINO COMBIX 500MG 10 COMPRIMIDOS RECUB PELICUL EFG"|"J01MA02"|1000|5|2.22|2.22|"Watch"
"735183"|"CIPROFLOXACINO COMBIX 750MG 10 COMPRIMIDOS RECUB PELICUL EFG"|"J01MA02"|1000|7.5|2.5|2.5|"Watch"
"654821"|"GOBEMICINA 1G 1 VIAL POLVO + 1 AMPOLLA DISOLVENTE SOLUC INYECTABLE 4ML"|"J01CA01"|6000|0.16|1.09|1.09|"Access"
"654820"|"GOBEMICINA 250MG INYECTABLE 1 VIAL + 1 AMPOLLA DISOLVENTE"|"J01CA01"|6000|0.04|0.76|0.76|"Access"
"654823"|"GOBEMICINA 500MG 1 VIAL POLVO + 1 AMPOLLA DISOLV SOLUCION INYECTABLE"|"J01CA01"|6000|0.08|0.98|0.98|"Access"
"656764"|"BRITAPEN 500MG 1 VIAL POLVO + 1 AMPOLLA DISOLVENTE SOLUCION INYECTABLE"|"J01CA01"|6000|0.08|1.67|1.67|"Access"
"720524"|"BRITAPEN 500MG 8 CAPSULAS"|"J01CA01"|2000|2|2.34|2.34|"Access"
"654577"|"BRITAPEN 250MG/5ML 100ML SUSPENSION ORAL"|"J01CA01"|2000|2.5|2.97|2.97|"Access"
"700273"|"AMOXICILINA NORMON 250MG 30 SOBRES POLVO SUSPENSION ORAL EFG"|"J01CA04"|1500|5|4.03|4.03|"Access"
"796656"|"CIPROFLOXACINO CINFA 250MG 10 COMPRIMIDOS RECUBIERTOS EFG"|"J01MA02"|1000|2.5|1.25|1.25|"Watch"
"700293"|"AMOXICILINA NORMON 750MG 20 COMPRIMIDOS EFG"|"J01CA04"|1500|10|2.86|2.86|"Access"
"700295"|"AMOXICILINA NORMON 750MG 30 COMPRIMIDOS EFG"|"J01CA04"|1500|15|4.29|4.29|"Access"
"764251"|"AMOXICILINA SANDOZ FARMACEUTICA 250MG/5ML 100ML 1 FRASCO POLVO SP ORAL"|"J01CA04"|1500|3.33|2.69|2.69|"Access"
"764250"|"AMOXICILINA SANDOZ FARMACEUTICA 250MG/5ML 60ML 1 FRASCO POLV SUSP ORAL"|"J01CA04"|1500|2|2.5|2.5|"Access"
"721824"|"AMOXICILINA ALMUS 500MG 20 CAPSULAS DURAS (BLISTER AI/PVC) EFG"|"J01CA04"|1500|6.66|2.5|2.5|"Access"
"721825"|"AMOXICILINA ALMUS 500MG 30 CAPSULAS DURAS (BLISTER AI/PVC) EFG"|"J01CA04"|1500|10|2.86|2.86|"Access"
"726820"|"AMOXICILINA TARBIS FARMA 500MG 20 CAPSULAS DURAS EFG"|"J01CA04"|1500|6.66|2.5|2.5|"Access"
"726821"|"AMOXICILINA TARBIS FARMA 500MG 30 CAPSULAS DURAS EFG"|"J01CA04"|1500|10|2.86|2.86|"Access"
"695558"|"AMOXICILINA/CLAVULANICO AC TEVAGEN 500/125MG 30 SOBRES POL SP ORAL EFG"|"J01CR02"|1500|10|5.84|5.84|"Access"
"695557"|"AMOXICILINA/CLAVULANICO AC TEVAGEN 875/125MG 20 SOBRES POL SP ORAL EFG"|"J01CR02"|1500|11.66|6.81|6.81|"Access"
"695556"|"AMOXICILINA/CLAVULANICO AC TEVAGEN 875/125MG 30 SOBRES POL SP ORAL EFG"|"J01CR02"|1500|17.5|10.21|10.21|"Access"
"695328"|"AMOXICILINA/CLAVULANICO AC APOTEX 500MG/125MG 30 COMPRIMID REC PEL EFG"|"J01CR02"|1500|10|5.84|5.84|"Access"
"695352"|"AMOXICILINA/CLAVULANICO AC APOTEX 875MG/125MG 20 COMPRIM RECUB PEL EFG"|"J01CR02"|1500|11.66|6.81|6.81|"Access"
"695354"|"AMOXICILINA/CLAVULANICO AC APOTEX 875MG/125MG 30 COMPRIM RECUB PEL EFG"|"J01CR02"|1500|17.5|10.21|10.21|"Access"
"696811"|"AMOXICILINA/CLAVULANICO ACIDO RATIOPHARM 500/125MG 30 COMPR REC PE EFG"|"J01CR02"|1500|10|5.84|5.84|"Access"
"695575"|"AMOXICILINA/CLAVULANICO ACIDO RATIOPHARM 875/125MG 20 COMP REC PEL EFG"|"J01CR02"|1500|11.66|6.81|6.81|"Access"
"695574"|"AMOXICILINA/CLAVULANICO ACIDO RATIOPHARM 875/125MG 30 COMP REC PEL EFG"|"J01CR02"|1500|17.5|10.21|10.21|"Access"
"695561"|"AMOXICILINA/CLAVULANICO ACIDO TEVAGEN 500/125MG 30 COMPRIM REC PEL EFG"|"J01CR02"|1500|10|5.84|5.84|"Access"
"695560"|"AMOXICILINA/CLAVULANICO ACIDO TEVAGEN 875/125MG 20 COMPRIM REC PEL EFG"|"J01CR02"|1500|11.66|6.81|6.81|"Access"
"695559"|"AMOXICILINA/CLAVULANICO ACIDO TEVAGEN 875/125MG 30 COMPRIM REC PEL EFG"|"J01CR02"|1500|17.5|10.21|10.21|"Access"
"651228"|"CEFTRIAXONA IPS 1G IV 1 VIAL POLVO+AMP DISOLV SOLUCION INYECTABLE EFG"|"J01DD04"|2000|0.5|2.5|2.5|"Watch"
"748368"|"CEFTRIAXONA FRESENIUS KABI 1G IM 1 VIAL POLVO+AMP DISOL SOLUC INY EFG"|"J01DD04"|2000|0.5|2.5|2.5|"Watch"
"666610"|"CEFTRIAXONA NORMON 1G IV 1 VIAL POLVO+AMP DISOL SOLUCION INYECTABL EFG"|"J01DD04"|2000|0.5|2.5|2.5|"Watch"
"674952"|"CEFTRIAXONA NORMON 500MG IM 1 POLVO+AMP DISOL SOLUCION INYECTABLE EFG"|"J01DD04"|2000|0.25|3.65|3.65|"Watch"
"674960"|"CEFTRIAXONA NORMON 250MG IM 1 POLVO+AMP DISOL SOLUCION INYECTABLE EFG"|"J01DD04"|2000|0.12|2.86|2.86|"Watch"
"674994"|"CEFTRIAXONA NORMON 500MG IV 1 VIAL POLVO+AMP DISOL SOLUCION INYECT EFG"|"J01DD04"|2000|0.25|3.65|3.65|"Watch"
"690016"|"DENVAR 400MG 10 CAPSULAS"|"J01DD08"|400|10|11.47|11.47|"Watch"
"803494"|"DENVAR 100MG/5ML 50ML 1 FRASCO GRANULADO SUSPENSION ORAL"|"J01DD08"|400|2.5|7.18|7.18|"Watch"
"650286"|"CEFIXIMA NORMON 400MG 10 CAPSULAS DURAS EFG"|"J01DD08"|400|10|11.47|11.47|"Watch"
"694983"|"DENVAR 200MG 21 CAPSULAS"|"J01DD08"|400|10.5|12.05|12.05|"Watch"
"797118"|"CIPROFLOXACINO CINFA 250MG 20 COMPRIMIDOS RECUBIERTOS EFG"|"J01MA02"|1000|5|2.25|2.25|"Watch"
"694982"|"DENVAR 200MG 14 CAPSULAS"|"J01DD08"|400|7|8.04|8.04|"Watch"
"693805"|"CEFIXIMA NORMON 200MG 21 CAPSULAS EFG"|"J01DD08"|400|10.5|12.05|12.05|"Watch"
"693803"|"CEFIXIMA NORMON 200MG 14 CAPSULAS EFG"|"J01DD08"|400|7|8.04|8.04|"Watch"
"663315"|"AZITROMICINA NORMON 200MG/5ML 15ML 1 FRASCO POLVO SUSPENSION ORAL EFG"|"J01FA10"|300|2|3.01|3.01|"Watch"
"663316"|"AZITROMICINA NORMON 200MG/5ML 30ML 1 FRASCO POLVO SUSPENSION ORAL EFG"|"J01FA10"|300|4|6.03|6.03|"Watch"
"663312"|"AZITROMICINA NORMON 500MG 3 COMPRIMIDOS RECUBIERT PELIC EFG"|"J01FA10"|300|5|5.62|5.62|"Watch"
"653409"|"ARATRO 200MG/5ML 15ML 1 FRASCO POLVO SUSPENSION ORAL EFG"|"J01FA10"|300|2|3.01|3.01|"Watch"
"653406"|"ARATRO 500MG 3 SOBRES POLVO SUSPENSION ORAL EFG"|"J01FA10"|300|5|5.62|5.62|"Watch"
"703020"|"AZITROMICINA KRKA 250MG 6 COMPRIMIDOS RECUBIERTOS PELICULA EFG"|"J01FA10"|300|5|5.62|5.62|"Watch"
"703021"|"AZITROMICINA KRKA 500MG 3 COMPRIMIDOS RECUBIERTOS PELICULA EFG"|"J01FA10"|300|5|5.62|5.62|"Watch"
"672570"|"AZITROMICINA APOTEX 500MG 3 COMPRIMIDOS RECUBIERTOS PELICULA EFG"|"J01FA10"|300|5|5.62|5.62|"Watch"
"698470"|"AZITROMICINA ARISTO 500MG 3 COMPRIMIDOS RECUBIERTOS PELICULA EFG"|"J01FA10"|300|5|5.62|5.62|"Watch"
"694336"|"AZITROMICINA COMBIX 500MG 3 COMPRIMIDOS RECUBIERTOS PELICULA EFG"|"J01FA10"|300|5|5.62|5.62|"Watch"
"653122"|"ARATRO 200MG/5ML 30ML 1 FRASCO POLVO SUSPENSION ORAL EFG"|"J01FA10"|300|4|6.03|6.03|"Watch"
"718770"|"AZITROMICINA TEVA 500MG 3 COMPRIMIDOS DISPERSABLES EFG"|"J01FA10"|300|5|5.62|5.62|"Watch"
"797142"|"CIPROFLOXACINO CINFA 500MG 20 COMPRIMIDOS RECUBIERTOS EFG"|"J01MA02"|1000|10|3.29|3.29|"Watch"
"724533"|"ERELAN 400MG 7 COMPRIMIDOS RECUBIERTOS PELICULA EFG"|"J01MA14"|400|7|19.01|19.01|"Watch"
"701189"|"MOXIFLOXACINO ACTAVIS 400MG 5 COMPRIMIDOS RECUBIERTOS PELICULA EFG"|"J01MA14"|400|5|13.58|13.58|"Watch"
"702996"|"ABIOX 400MG 7 COMPRIMIDOS RECUBIERTOS PELICULA EF"|"J01MA14"|400|7|19.01|19.01|"Watch"
