"codigo_nacional_farmaco_cd"|"codigo_descripcion"|"atc_farmaco_dispensado_cd"|"ddd_nomenclator_nm"|"ddd_por_envase"|"pvp_nomenclator_nm"|"precio_por_envase_nm"|"mme_total"
"661173"|"MST UNICONTINUS 150MG 30 CAPSULAS LIBERACION CONTROLADA"|"N02AA01"|100|45|53.17|53.17|4500
"683342"|"MORFINA SERRA 10MG/ML 1ML 1 AMPOLLA SOLUCION INYECTABLE"|"N02AA01"|30|0.33|0.48|0.48|10
"696005"|"ZOMORPH 10MG 60 CAPSULAS DURAS LIBERACION PROLONGADA"|"N02AA01"|100|6|5.92|5.92|600
"696013"|"ZOMORPH 30MG 60 CAPSULAS DURAS LIBERACION PROLONGADA"|"N02AA01"|100|18|17.73|17.73|1800
"696021"|"ZOMORPH 60MG 60 CAPSULAS DURAS LIBERACION PROLONGADA"|"N02AA01"|100|36|35.47|35.47|3600
"696039"|"SKENAN 60MG 30 CAPSULAS LIBERACION GRADUAL"|"N02AA01"|100|18|23.99|23.99|1800
"696047"|"ZOMORPH 100MG 60 CAPSULAS DURAS LIBERACION PROLONGADA"|"N02AA01"|100|60|59.12|59.12|6000
"632950"|"TIONER 50MG 500 CAPSULAS DURAS"|"N02AX02"|300|83.33|41.54|41.54|2500
"761791"|"DOLODOL 100MG 20 CAPSULAS LIBERACION PROLONGADA"|"N02AX02"|300|6.66|4.14|4.14|200
"761809"|"DOLODOL 100MG 60 CAPSULAS LIBERACION PROLONGADA"|"N02AX02"|300|20|12.41|12.41|360
"661371"|"TIONER 50MG 60 CAPSULAS"|"N02AX02"|300|10|16.84|16.84|300
"661389"|"TIONER 50MG 20 CAPSULAS"|"N02AX02"|300|3.33|6.57|6.57|100
"661405"|"TIONER 100MG/ML 10ML 1 FRASCO SOLUCION ORAL"|"N02AX02"|300|3.33|5.28|5.28|100
"661413"|"TIONER 100MG 12 SUPOSITORIOS"|"N02AX02"|300|4|7.17|7.17|120
"661439"|"TIONER 100MG 5 AMPOLLAS 2ML INYECTABLE"|"N02AX02"|300|1.66|5.06|5.06|50
"631085"|"DEPRANCOL A.S. 150MG 500 CAPSULAS LIBERACION MODIFICADA"|"N02AC04"|200|375|78.46|78.46|0
"788497"|"PENTAZOCINA FIDES 30MG 10 AMPOLLAS 1ML INYECTABLE"|"N02AD01"|200|1.5|3.12|3.12|111
"642744"|"ADOLONTA 100MG 100 SUPOSITORIOS"|"N02AX02"|300|33.33|45.8|45.8|1000
"693242"|"CONTUGESIC 90MG 60 COMPRIMIDOS LIBERACION PROLONGADA"|"N02AA08"|150|36|11.29|11.29|1350
"693259"|"CONTUGESIC 120MG 60 COMPRIMIDOS LIBERACION PROLONGADA"|"N02AA08"|150|48|15|15|1800
"673360"|"CANUR 70MCG/HORA 5 PARCHES TRANSDERMICOS"|"N02AE01"|1.2|21|53.87|53.87|1890
"673356"|"CANUR 52,5MCG/HORA 5 PARCHES TRANSDERMICOS"|"N02AE01"|1.2|15.75|40.42|40.42|1417.5
"693538"|"TRAMADOL RETARD MYLAN 150MG 20 COMPR LIBER PROLON (AL/PVC/PE/PVDC) EFG"|"N02AX02"|300|10|6.21|6.21|300
"975045"|"DOLANTINA 50MG/ML 2ML 1 AMPOLLA SOLUCION INYECTABLE"|"N02AB02"|400|0.25|1.11|1.11|0
"967430"|"OGLOS 10MG/ML 1ML 1 AMPOLLA SOLUCION INYECTABLE"|"N02AA01"|30|0.33|0.8|0.8|10
"823666"|"ADOLONTA 100MG 6 SUPOSITORIOS"|"N02AX02"|300|2|3.25|3.25|60
"714865"|"CEPARIDIN 50MG 20 CAPSULAS EFG"|"N02AX02"|300|3.33|3.12|3.12|100
"659185"|"TRADONAL RETARD 50MG 60 CAPSULAS DURAS LIBERACION PROLONGADA"|"N02AX02"|300|10|6.21|6.21|300
"681280"|"TRAMADOL RETARD COMBIX 100MG 20 COMPRIMIDOS LIBERACION PROLONGADA EFG"|"N02AX02"|300|6.66|4.14|4.14|200
"681281"|"TRAMADOL RETARD COMBIX 100MG 60 COMPRIMIDOS LIBERACION PROLONGADA EFG"|"N02AX02"|300|20|12.41|12.41|600
"660124"|"TRAMADOL FARMALIDER 100MG/ML 1 FRASCO 30ML SOLUCION GOTAS EFG"|"N02AX02"|300|10|9.54|9.54|300
"653894"|"DOLPAR 300MG 30 COMPRIMIDOS LIBERACION PROLONGADA"|"N02AX02"|300|30|18.62|18.62|900
"658533"|"CAPTOR SIMPLEX 100MG 60 CAPSULAS DURAS LIBERACION PROLONGADA"|"N02AX02"|300|20|12.41|12.41|600
"658539"|"CAPTOR SIMPLEX 150MG 20 CAPSULAS DURAS LIBERACION PROLONGADA"|"N02AX02"|300|10|6.21|6.21|300
"658540"|"CAPTOR SIMPLEX 50MG 60 CAPSULAS DURAS LIBERACION PROLONGADA"|"N02AX02"|300|30|18.62|18.62|900
"658543"|"CAPTOR SIMPLEX 200MG 60 CAPSULAS DURAS LIBERACION PROLONGADA"|"N02AX02"|300|40|24.82|24.82|1200
"793711"|"TRAMADOL ARISTO 200MG 60 COMPRIMIDOS LIBERACION PROLONGADA EFG"|"N02AX02"|300|40|24.82|24.82|1200
"670878"|"TRAMADOL RETARD AUROVITAS SPAIN 200MG 60 COMPRIMIDOS LIBER PROLONG EFG"|"N02AX02"|300|40|24.82|24.82|1200
"697005"|"TRAMADOL RETARD STADA 100MG 20 COMPRIMIDOS LIBERACION PROLONGADA EFG"|"N02AX02"|300|6.66|4.14|4.14|200
"697024"|"TRAMADOL RETARD TEVA 100MG 20 COMPRIMIDOS LIBERACION PROLONGADA EFG"|"N02AX02"|300|6.66|4.14|4.14|200
"721810"|"TRAMADOL KRKA 50MG 60 CAPSULAS DURAS EFG"|"N02AX02"|300|10|6.21|6.21|300
"714277"|"TRAMADOL AUROVITAS 50MG 20 CAPSULAS DURAS EFG"|"N02AX02"|300|3.33|2.5|2.5|100
"714280"|"TRAMADOL AUROVITAS 50MG 60 CAPSULAS DURAS EFG"|"N02AX02"|300|10|6.21|6.21|300
"673325"|"YANTIL RETARD 50MG 60 COMPRIMIDOS LIBERACION PROLONGADA"|"N02AX06"|400|7.5|22.01|22.01|1200
"677295"|"PALEXIA RETARD 150MG 60 COMPRIMIDOS LIBERACION PROLONGADA"|"N02AX06"|400|22.5|66.03|66.03|3600
"677292"|"PALEXIA RETARD 250MG 60 COMPRIMIDOS LIBERACION PROLONGADA"|"N02AX06"|400|37.5|169.17|169.17|6000
"797449"|"ADOLONTA RETARD 150MG 60 COMPRIMIDOS LIBERACION PROLONGADA"|"N02AX02"|300|30|18.62|18.62|900
"798173"|"ADOLONTA RETARD 200MG 60 COMPRIMIDOS LIBERACION PROLONGADA"|"N02AX02"|300|40|24.82|24.82|1200
"879940"|"ZYTRAM 400MG 28 COMPRIMIDOS LIBERACION CONTROLADA"|"N02AX02"|300|37.33|23.17|23.17|1120
"771345"|"TRAMADOL NORMON 50MG 60 CAPSULAS EFG"|"N02AX02"|300|10|6.21|6.21|300
"659151"|"TRADONAL RETARD 200MG 60 CAPSULAS DURAS LIBERACION PROLONGADA"|"N02AX02"|300|40|24.82|24.82|1200
"659169"|"TRADONAL RETARD 150MG 60 CAPSULAS DURAS LIBERACION PROLONGADA"|"N02AX02"|300|30|18.62|18.62|900
"659177"|"TRADONAL RETARD 100MG 60 CAPSULAS DURAS LIBERACION PROLONGADA"|"N02AX02"|300|20|12.41|12.41|600
"665364"|"ADOLONTA 100MG/ML 30ML 1 FRASCO SOLUCION ORAL"|"N02AX02"|300|10|9.54|9.54|300
"665588"|"ADOLONTA RETARD 200MG 20 COMPRIMIDOS LIBERACION PROLONGADA"|"N02AX02"|300|13.33|8.27|8.27|400
"665596"|"ADOLONTA RETARD 150MG 20 COMPRIMIDOS LIBERACION PROLONGADA"|"N02AX02"|300|10|6.21|6.21|300
"665604"|"ADOLONTA RETARD 100MG 20 COMPRIMIDOS LIBERACION PROLONGADA"|"N02AX02"|300|6.66|4.14|4.14|200
"664490"|"TRAMADOL ASTA MEDICA 50MG 60 CAPSULAS EFG"|"N02AX02"|300|10|6.21|6.21|300
"664508"|"TRAMADOL ASTA MEDICA 50MG 20 CAPSULAS EFG"|"N02AX02"|300|3.33|2.5|2.5|100
"653337"|"TRAMADOL ARISTO 50MG 20 CAPSULAS DURAS EFG"|"N02AX02"|300|3.33|2.5|2.5|100
"879635"|"ZYTRAM 150MG 28 COMPRIMIDOS LIBERACION CONTROLADA"|"N02AX02"|300|14|8.7|8.7|420
"935510"|"TRAMADOL CINFA 50MG 20 CAPSULAS EFG"|"N02AX02"|300|3.33|2.5|2.5|100
"673604"|"YANTIL RETARD 100MG 60 COMPRIMIDOS LIBERACION PROLONGADA"|"N02AX06"|400|15|44.02|44.02|2400
"935528"|"TRAMADOL CINFA 50MG 60 CAPSULAS EFG"|"N02AX02"|300|10|6.21|6.21|300
"656231"|"TRAMADOL ASTA MEDICA 100MG 5 AMPOLLAS 2ML SOLUCION INYECTABLE EFG"|"N02AX02"|300|1.66|3.26|3.26|50
"797092"|"ADOLONTA RETARD 100MG 60 COMPRIMIDOS LIBERACION PROLONGADA"|"N02AX02"|300|20|12.41|12.41|600
"852616"|"TRAMADOL ASTA MEDICA 100MG/ML 10ML 1 FRASCO GOTAS ORALES SOLUCION EFG"|"N02AX02"|300|3.33|3.18|3.18|100
"852673"|"TRAMADOL ASTA MEDICA 100MG/ML 30ML 1 FRASCO GOTAS ORALES SOLUCION EFG"|"N02AX02"|300|10|9.54|9.54|300
"652008"|"ADOLONTA 50MG 60 CAPSULAS"|"N02AX02"|300|10|6.21|6.21|300
"822171"|"ADOLONTA 100MG 5 AMPOLLAS 2ML SOLUCION INYECTABLE"|"N02AX02"|300|1.66|3.26|3.26|50
"823674"|"ADOLONTA 50MG 20 CAPSULAS"|"N02AX02"|300|3.33|2.5|2.5|100
"999731"|"TRAMADOL ARISTO 50MG 60 CAPSULAS DURAS EFG"|"N02AX02"|300|10|6.21|6.21|300
"879841"|"ZYTRAM 300MG 28 COMPRIMIDOS LIBERACION CONTROLADA"|"N02AX02"|300|28|17.37|17.37|840
"829911"|"TRAMADOL TARBIS 200MG 20 COMPRIMIDOS LIBERACION PROLONGADA EFG"|"N02AX02"|300|13.33|8.27|8.27|400
"829929"|"TRAMADOL TARBIS 200MG 60 COMPRIMIDOS LIBERACION PROLONGADA EFG"|"N02AX02"|300|40|24.82|24.82|1200
"852319"|"TIONER RETARD 100MG 60 COMPRIMIDOS LIBERACION PROLONGADA"|"N02AX02"|300|20|12.41|12.41|600
"852335"|"TIONER RETARD 150MG 20 COMPRIMIDOS LIBERACION PROLONGADA"|"N02AX02"|300|10|6.21|6.21|300
"852343"|"TIONER RETARD 150MG 60 COMPRIMIDOS LIBERACION PROLONGADA"|"N02AX02"|300|30|18.62|18.62|900
"852350"|"TIONER RETARD 200MG 20 COMPRIMIDOS LIBERACION PROLONGADA"|"N02AX02"|300|13.33|8.27|8.27|400
"852442"|"TIONER RETARD 200MG 60 COMPRIMIDOS LIBERACION PROLONGADA"|"N02AX02"|300|40|24.82|24.82|1200
"755033"|"TRAMADOL APOTEX 50MG 20 CAPSULAS DURAS EFG"|"N02AX02"|300|3.33|2.5|2.5|100
"755041"|"TRAMADOL APOTEX 50MG 60 CAPSULAS DURAS EFG"|"N02AX02"|300|10|6.21|6.21|300
"793273"|"TRAMADOL ARISTO 100MG 20 COMPRIMIDOS LIBERACION PROLONGADA EFG"|"N02AX02"|300|6.66|4.14|4.14|200
"793299"|"TRAMADOL ARISTO 150MG 20 COMPRIMIDOS LIBERACION PROLONGADA EFG"|"N02AX02"|300|10|6.21|6.21|300
"793398"|"TRAMADOL ARISTO 150MG 60 COMPRIMIDOS LIBERACION PROLONGADA EFG"|"N02AX02"|300|30|18.62|18.62|900
"793661"|"TRAMADOL ARISTO 200MG 20 COMPRIMIDOS LIBERACION PROLONGADA EFG"|"N02AX02"|300|13.33|8.27|8.27|400
"657023"|"TRAMADOL RATIOPHARM 50MG 60 CAPSULAS EFG"|"N02AX02"|300|10|6.21|6.21|300
"661397"|"TIONER 100MG/ML 30ML 1 FRASCO SOLUCION ORAL"|"N02AX02"|300|10|9.54|9.54|300
"820423"|"TRAMADOL STADA 50MG 20 CAPSULAS EFG"|"N02AX02"|300|3.33|2.5|2.5|100
"829317"|"TRAMADOL STADA 50MG 60 CAPSULAS EFG"|"N02AX02"|300|10|6.21|6.21|300
"679548"|"MST CONTINUS 15MG 60 COMPRIMIDOS LIBERACION CONTROLADA"|"N02AA01"|100|9|17.06|17.06|900
"679555"|"MST CONTINUS 5MG 60 COMPRIMIDOS LIBERACION CONTROLADA"|"N02AA01"|100|3|6.45|6.45|300
"727494"|"FENTANILO ARISTO 600MCG 28 COMPRIMIDOS BUCALES EFG"|"N02AB03"|0.6|28|138.78|138.78|2184
"727496"|"FENTANILO ARISTO 800MCG 28 COMPRIMIDOS BUCALES EFG"|"N02AB03"|0.6|37.33|138.78|138.78|2912
"727488"|"FENTANILO ARISTO 100MCG 28 COMPRIMIDOS BUCALES EFG"|"N02AB03"|0.6|4.66|31.71|31.71|364
"727490"|"FENTANILO ARISTO 200MCG 28 COMPRIMIDOS BUCALES EFG"|"N02AB03"|0.6|9.33|63.43|63.43|728
"727492"|"FENTANILO ARISTO 400MCG 28 COMPRIMIDOS BUCALES EFG"|"N02AB03"|0.6|18.66|126.87|126.87|1456
"680810"|"ABATTRA 50MCG/HORA 5 PARCHES TRANSDERMICOS EFG"|"N02AB03"|1.2|15|29.25|29.25|1800
"680813"|"ABATTRA 75MCG/HORA 5 PARCHES TRANSDERMICOS EFG"|"N02AB03"|1.2|22.5|43.88|43.88|2700
"680816"|"ABATTRA 100MCG/HORA 5 PARCHES TRANSDERMICOS EFG"|"N02AB03"|1.2|30|58.51|58.51|3600
"680804"|"ABATTRA 12MCG/HORA 5 PARCHES TRANSDERMICOS EFG"|"N02AB03"|1.2|3.6|7.02|7.02|432
"680807"|"ABATTRA 25MCG/HORA 5 PARCHES TRANSDERMICOS EFG"|"N02AB03"|1.2|7.5|14.63|14.63|900
"653892"|"DOLPAR 200MG 30 COMPRIMIDOS LIBERACION PROLONGADA"|"N02AX02"|300|20|12.41|12.41|600
"728454"|"FENTICERTA 300MCG 10 COMPRIMIDOS SUBLINGUALES EFG"|"N02AB03"|0.6|5|18.55|18.55|390
"728455"|"FENTICERTA 400MCG 10 COMPRIMIDOS SUBLINGUALES EFG"|"N02AB03"|0.6|6.66|24.73|24.73|520
"709798"|"BUPRENORFINA SANDOZ 35MCG/HORA 5 PARCHES TRANSDERMICOS EFG"|"N02AE01"|1.2|14|21.53|21.53|945
"709800"|"BUPRENORFINA SANDOZ 70MCG/HORA 5 PARCHES TRANSDERMICOS EFG"|"N02AE01"|1.2|28|43.04|43.04|1890
"720801"|"MORFINA KALCEKS 10MG/ML 1ML 10 AMPOLLAS SOLUCION INYECTABLE EFG"|"N02AA01"|30|3.33|3.01|3.01|100
"662904"|"EFFENTORA 400MCG 28 COMPRIMIDOS BUCALES"|"N02AB03"|0.6|18.66|126.87|126.87|1456
"662905"|"EFFENTORA 600MCG 28 COMPRIMIDOS BUCALES"|"N02AB03"|0.6|28|138.78|138.78|2184
"662906"|"EFFENTORA 800MCG 28 COMPRIMIDOS BUCALES"|"N02AB03"|0.6|37.33|138.78|138.78|2912
"658656"|"FENTANILO MATRIX ZENTIVA 75MCG/HORA 5 PARCHES TRANSDERMICOS EFG"|"N02AB03"|1.2|22.5|43.88|43.88|2700
"658657"|"FENTANILO MATRIX ZENTIVA 100MCG/HORA 5 PARCHES TRANSDERMICOS EFG"|"N02AB03"|1.2|30|58.51|58.51|3600
"658654"|"FENTANILO MATRIX ZENTIVA 25MCG/HORA 5 PARCHES TRANSDERMICOS EFG"|"N02AB03"|1.2|7.5|14.63|14.63|900
"658655"|"FENTANILO MATRIX ZENTIVA 50MCG/HORA 5 PARCHES TRANSDERMICOS EFG"|"N02AB03"|1.2|15|29.25|29.25|1800
"662903"|"EFFENTORA 200MCG 28 COMPRIMIDOS BUCALES"|"N02AB03"|0.6|9.33|63.43|63.43|728
"854455"|"TRAMADOL MABO 50MG 60 CAPSULAS EFG"|"N02AX02"|300|10|6.21|6.21|300
"646638"|"TRAMADOL TEVA-RATIOPHARM 50MG 500 CAPSULAS DURAS EFG"|"N02AX02"|300|83.33|41.54|41.54|2500
"656757"|"MORFINA B. BRAUN 10MG/ML 1ML 10 AMPOLLAS SOLUCION INYECTABLE"|"N02AA01"|30|3.33|3.31|3.31|100
"656758"|"MORFINA B. BRAUN 20MG/ML 2ML 10 AMPOLLAS SOLUCION INYECTABLE"|"N02AA01"|30|13.33|4.34|4.34|400
"656670"|"MORFINA SERRA 10MG/ML 1ML 10 AMPOLLAS SOLUCION INYECTABLE"|"N02AA01"|30|3.33|3.31|3.31|100
"656671"|"MORFINA SERRA 10MG/ML 1ML 1 AMPOLLA SOLUCION INYECTABLE"|"N02AA01"|30|0.33|0.73|0.73|10
"656669"|"MORFINA SERRA 20MG/ML 1ML 1 AMPOLLA SOLUCION INYECTABLE"|"N02AA01"|30|0.66|0.75|0.75|20
"787911"|"SEVREDOL 20MG 12 COMPRIMIDOS RECUBIERTOS"|"N02AA01"|100|2.4|4.4|4.4|240
"787945"|"SEVREDOL 10MG 12 COMPRIMIDOS RECUBIERTOS"|"N02AA01"|100|1.2|3|3|120
"716908"|"TAIOMA PLUS 5MG/2,5MG 56 COMPRIMIDOS LIBERACION PROLONGADA EFG"|"N02AA55"|75|3.73|12.69|12.69|420
"712504"|"OXICODONA/NALOXONA CINFA 10MG/5MG 56 COMPRIMIDOS LIBERAC PROLONG EFG"|"N02AA55"|75|7.46|25.38|25.38|840
"712506"|"OXICODONA/NALOXONA CINFA 20MG/10MG 56 COMPRIMIDOS LIBERAC PROLONG EFG"|"N02AA55"|75|14.93|50.77|50.77|1680
"712507"|"OXICODONA/NALOXONA CINFA 40MG/20MG 56 COMPRIMIDOS LIBERAC PROLONG EFG"|"N02AA55"|75|29.86|101.53|101.53|3360
"724915"|"DUOXONA 30MG/15MG 56 COMPRIMIDOS LIBERACION PROLONGADA EFG"|"N02AA55"|75|22.4|76.15|76.15|2520
"724943"|"DUOXONA 40MG/20MG 56 COMPRIMIDOS LIBERACION PROLONGADA EFG"|"N02AA55"|75|29.86|101.53|101.53|3360
"724929"|"DUOXONA 5MG/2,5MG 56 COMPRIMIDOS LIBERACION PROLONGADA EFG"|"N02AA55"|75|3.73|12.69|12.69|420
"712122"|"TANONALLA 10MG/5MG 56 COMPRIMIDOS LIBERACION PROLONGADA EFG"|"N02AA55"|75|7.46|25.38|25.38|840
"712132"|"TANONALLA 20MG/10MG 56 COMPRIMIDOS LIBERACION PROLONGADA EFG"|"N02AA55"|75|14.93|50.77|50.77|1680
"695978"|"AVARIC 533MCG 30 COMPRIMIDOS SUBLINGUALES (POLIAMIDA/AI/PVC/AI-PET)"|"N02AB03"|0.6|26.65|98.85|98.85|2078.7
"695943"|"AVARIC 67MCG 4 COMPRIMIDOS SUBLINGUALES (POLIAMIDA/AI/PVC/AI-PET)"|"N02AB03"|0.6|0.44|8.09|8.09|34.84
"695987"|"AVARIC 800MCG 30 COMPRIMIDOS SUBLINGUALES (POLIAMIDA/AI/PVC/AI-PET)"|"N02AB03"|0.6|40|146.59|146.59|3120
"654809"|"INSTANYL 100MCG 6 ENVASES UNIDOSIS SOLUCION PULVERIZACION NASAL"|"N02AB03"|0.6|1|12.61|12.61|96
"654810"|"INSTANYL 100MCG/DOSIS 10 DOSIS 1 ENVASE SOLUCION PULVERIZACION NASAL"|"N02AB03"|0.6|1.66|91.32|91.32|160
"654811"|"INSTANYL 100MCG/DOSIS 40 DOSIS 1 ENVASE SOLUCION PULVERIZACION NASAL"|"N02AB03"|0.6|6.66|296.31|296.31|640
"654812"|"INSTANYL 200MCG 6 ENVASES UNIDOSIS SOLUCION PULVERIZACION NASAL"|"N02AB03"|0.6|2|25.23|25.23|192
"654815"|"INSTANYL 200MCG/DOSIS 40 DOSIS 1 ENVASE SOLUCION PULVERIZACION NASAL"|"N02AB03"|0.6|13.33|296.31|296.31|1280
"654816"|"INSTANYL 50MCG 6 ENVASES UNIDOSIS SOLUCION PULVERIZACION NASAL"|"N02AB03"|0.6|0.5|6.31|6.31|48
"654817"|"INSTANYL 50MCG/DOSIS 10 DOSIS 1 ENVASE SOLUCION PULVERIZACION NASAL"|"N02AB03"|0.6|0.83|91.32|91.32|80
"654818"|"INSTANYL 50MCG/DOSIS 40 DOSIS 1 ENVASE SOLUCION PULVERIZACION NASAL"|"N02AB03"|0.6|3.33|296.31|296.31|320
"672577"|"FENTANILO MATRIX NORMON 50MCG/HORA 5 PARCHES TRANSDERMICOS EFG"|"N02AB03"|1.2|15|29.25|29.25|1800
"672574"|"FENTANILO MATRIX NORMON 75MCG/HORA 5 PARCHES TRANSDERMICOS EFG"|"N02AB03"|1.2|22.5|43.88|43.88|2700
"658523"|"FENDIVIA 75MCG/HORA 5 PARCHES TRANSDERMICOS"|"N02AB03"|1.2|22.5|43.88|43.88|2700
"658300"|"MATRIFEN 100MCG/HORA 5 PARCHES TRANSDERMICOS"|"N02AB03"|1.2|30|58.51|58.51|3600
"658296"|"MATRIFEN 12MCG/HORA 5 PARCHES TRANSDERMICOS"|"N02AB03"|1.2|3.6|7.02|7.02|432
"658297"|"MATRIFEN 25MCG/HORA 5 PARCHES TRANSDERMICOS"|"N02AB03"|1.2|7.5|14.63|14.63|900
"658298"|"MATRIFEN 50MCG/HORA 5 PARCHES TRANSDERMICOS"|"N02AB03"|1.2|15|29.25|29.25|1800
"658299"|"MATRIFEN 75MCG/HORA 5 PARCHES TRANSDERMICOS"|"N02AB03"|1.2|22.5|43.88|43.88|2700
"848119"|"DUROGESIC MATRIX 75MCG/HORA 5 PARCHES TRANSDERMICOS 12,6MG"|"N02AB03"|1.2|22.5|43.88|43.88|2700
"711374"|"ACTIQ 400MCG 15 COMPRIMIDOS PARA CHUPAR CON APLICADOR BUCAL INTEGRADO"|"N02AB03"|0.6|10|79.38|79.38|1080
"711408"|"ACTIQ 1200MCG 15 COMPRIMIDOS PARA CHUPAR CON APLICADOR BUCAL INTEGRADO"|"N02AB03"|0.6|30|140.84|140.84|2340
"711531"|"ACTIQ 800MCG 15 COMPRIMIDOS PARA CHUPAR CON APLICADOR BUCAL INTEGRADO"|"N02AB03"|0.6|20|140.84|140.84|2160
"711630"|"ACTIQ 600MCG 15 COMPRIMIDOS PARA CHUPAR CON APLICADOR BUCAL INTEGRADO"|"N02AB03"|0.6|15|119.08|119.08|1620
"711721"|"ACTIQ 1600MCG 15 COMPRIMIDOS PARA CHUPAR CON APLICADOR BUCAL INTEGRADO"|"N02AB03"|0.6|40|140.84|140.84|3120
"711754"|"ACTIQ 200MCG 15 COMPRIMIDOS PARA CHUPAR CON APLICADOR BUCAL INTEGRADO"|"N02AB03"|0.6|5|39.7|39.7|390
"912485"|"ACTIQ 1200MCG 3 COMPRIMIDOS PARA CHUPAR CON APLICADOR BUCAL INTEGRADO"|"N02AB03"|0.6|6|34.84|34.84|468
"659213"|"DOLQ 20MG 12 COMPRIMIDOS EFERVESCENTES BLISTER"|"N02AA01"|100|2.4|3.43|3.43|240
"659214"|"DOLQ 20MG 12 COMPRIMIDOS EFERVESCENTES TUBO"|"N02AA01"|100|2.4|3.43|3.43|240
"820860"|"ORAMORPH 20MG/ML 20ML 1 FRASCO SOLUCION ORAL"|"N02AA01"|100|4|7.17|7.17|400
"821934"|"ORAMORPH 2MG/ML 100ML 1 FRASCO SOLUCION ORAL"|"N02AA01"|100|2|3.59|3.59|200
"712144"|"TANONALLA 40MG/20MG 56 COMPRIMIDOS LIBERACION PROLONGADA EFG"|"N02AA55"|75|29.86|101.53|101.53|3360
"712112"|"TANONALLA 5MG/2,5MG 56 COMPRIMIDOS LIBERACION PROLONGADA EFG"|"N02AA55"|75|3.73|12.69|12.69|420
"714687"|"OXICODONA/NALOXONA RATIOPHARM 10MG/5MG 56 COMPRIMID LIBER PROLONG EFG"|"N02AA55"|75|7.46|25.38|25.38|840
"714670"|"OXICODONA/NALOXONA RATIOPHARM 20MG/10MG 56 COMPRIMID LIBER PROLONG EFG"|"N02AA55"|75|14.93|50.77|50.77|1680
"714704"|"OXICODONA/NALOXONA RATIOPHARM 40MG/20MG 56 COMPRIMID LIBER PROLONG EFG"|"N02AA55"|75|29.86|101.53|101.53|3360
"714653"|"OXICODONA/NALOXONA RATIOPHARM 5MG/2,5MG 56 COMPRIMID LIBER PROLONG EFG"|"N02AA55"|75|3.73|12.69|12.69|420
"714742"|"OXICODONA/NALOXONA TEVA 10MG/5MG 56 COMPRIMIDOS LIBERAC PROLONGADA EFG"|"N02AA55"|75|7.46|25.38|25.38|840
"714776"|"OXICODONA/NALOXONA TEVA 40MG/20MG 56 COMPRIMIDOS LIBERAC PROLONGAD EFG"|"N02AA55"|75|29.86|101.53|101.53|3360
"700770"|"DOLANTINA 50MG/ML 1ML 10 AMPOLLAS SOLUCION INYECTABLE"|"N02AB02"|400|1.25|8.34|8.34|0
"795351"|"DOLANTINA 50MG/ML 2ML 1 AMPOLLA SOLUCION INYECTABLE"|"N02AB02"|400|0.25|1.76|1.76|0
"795062"|"DOLANTINA 50MG/ML 2ML 10 AMPOLLAS SOLUCION INYECTABLE"|"N02AB02"|400|2.5|9.27|9.27|0
"670371"|"FENTANILO MATRIX STADA 75MCG/HORA 5 PARCHES TRANSDERMICOS EFG"|"N02AB03"|1.2|22.5|43.88|43.88|2700
"664826"|"FENTANILO MATRIX KERN PHARMA 100MCG/HORA 5 PARCHES TRANSDERMICOS EFG"|"N02AB03"|1.2|30|58.51|58.51|3600
"664823"|"FENTANILO MATRIX KERN PHARMA 25MCG/HORA 5 PARCHES TRANSDERMICOS EFG"|"N02AB03"|1.2|7.5|14.63|14.63|900
"664824"|"FENTANILO MATRIX KERN PHARMA 50MCG/HORA 5 PARCHES TRANSDERMICOS EFG"|"N02AB03"|1.2|15|29.25|29.25|1800
"664825"|"FENTANILO MATRIX KERN PHARMA 75MCG/HORA 5 PARCHES TRANSDERMICOS EFG"|"N02AB03"|1.2|22.5|43.88|43.88|2700
"652117"|"FENTANILO MATRIX SANDOZ 75MCG/HORA 5 PARCHES TRANSDERMICOS EFG"|"N02AB03"|1.2|22.5|43.88|43.88|2700
"665892"|"PECFENT 100MCG/PULV 8 DOSIS 4 FRASCOS 1,55ML SOLUCION PULVERIZAC NASAL"|"N02AB03"|0.6|5.33|165.13|165.13|512
"665895"|"PECFENT 400MCG/PULV 8 DOSIS 4 FRASCOS 1,55ML SOLUCION PULVERIZAC NASAL"|"N02AB03"|0.6|21.33|227.01|227.01|2048
"673083"|"FENTANILO MATRIX RATIOPHARM 100MCG/HORA 5 PARCHES TRANSDERMICOS EFG"|"N02AB03"|1.2|30|58.51|58.51|3600
"673080"|"FENTANILO MATRIX RATIOPHARM 25MCG/HORA 5 PARCHES TRANSDERMICOS EFG"|"N02AB03"|1.2|7.5|14.63|14.63|900
"673082"|"FENTANILO MATRIX RATIOPHARM 75MCG/HORA 5 PARCHES TRANSDERMICOS EFG"|"N02AB03"|1.2|22.5|43.88|43.88|2700
"650938"|"FENTANILO MATRIX SANDOZ 100MCG/HORA 5 PARCHES TRANSDERMICOS EFG"|"N02AB03"|1.2|30|58.51|58.51|3600
"935437"|"ACTIQ 800MCG 3 COMPRIMIDOS PARA CHUPAR CON APLICADOR BUCAL INTEGRADO"|"N02AB03"|0.6|4|31.75|31.75|432
"662585"|"DUROGESIC MATRIX 50MCG/HORA 5 PARCHES TRANSDERMICOS 8,4MG"|"N02AB03"|1.2|15|29.25|29.25|1800
